Loại cửa hàng	Tên cửa hàng	Địa chỉ cửa hàng	Số sao trên ShopeeFood	Số lượt đánh giá trên ShopeeFood	Thời gian mở cửa	Giá thấp nhất	Giá cao nhất	Phí dịch vụ	Số sao trên Foody	Số lượt đánh giá trên Foody
Shop Online	Bếp Nhà Thỏ - Ăn Vặt Online	129 Nguyễn Súy, P. Tân Quý, Tân Phú, TP. HCM	4.5	50+	00:00 - 07:00 | 11:30 - 23:59	12,000	35,000	0.0%	10.0	50
Ăn vặt/vỉa hè	Ăn Vặt Bà Mập - Gỏi Cuốn &amp; Bánh Tráng Trộn (không có menu)	70/6 Phan Xích Long, P. 16, Quận 11, TP. HCM	4.5	100+	11:00 - 20:00	7,000	22,000	0.0%	0	0
Ăn vặt/vỉa hè	Chả Lụi Cô Kim	558 Hưng Phú, P. 9, Quận 8, TP. HCM	4.5	100+	11:30 - 22:00	15,000	30,000	0.0%	7.6	5
Quán ăn	Cẩu Chảy - Mì Trộn Xá Xíu - Đường Số 52	29, Đường Số 52, P. 2, Quận 11, TP. HCM	4.5	10+	11:35 - 23:59	8,000	50,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Ăn Vặt Bò Bía Hai Ngàn - Lê Đức Thọ (không có menu)	1414/6 Lê Đức Thọ, P. 13, Gò Vấp, TP. HCM	4.5	999+	11:00 - 21:00	2,500	25,000	0.0%	0	0
Ăn vặt/vỉa hè	Duyên - Ốc Dừa - Hưng Phú	788 Hưng Phú, P. 10, Quận 8, TP. HCM	4.5	100+	12:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Bánh Tráng Chinchin - Ăn Vặt - Lê Quát (không có menu)	4 Lê Quát, P. Tân Thới Hòa, Tân Phú, TP. HCM	4.5	10+	12:00 - 21:00	0	0	0.0%	0	0
Quán ăn	CHIPPI - GÀ RÁN HÀN QUỐC - LÊ VĂN LƯƠNG	95/70/1 Lê Văn Lương, P. Tân Kiểng, Quận 7, TP. HCM	4.5	10+	00:00 - 03:00 | 11:00 - 23:59	55,000	170,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Milo Đá Bào - Trà Sữa Bom Bom	87 Lê Quang Sung, P. 2, Quận 6, TP. HCM	4.5	999+	12:00 - 21:00	20,000	30,000	0.0%	8.5	13
Ăn vặt/vỉa hè	Dì Sáu - Trái Cây Tươi &amp; Ăn Vặt	20/41A Đường Số 1, P. Bình Hưng Hòa A, Bình Tân, TP. HCM	4.5	10+	10:00 - 22:00	6,000	40,000	0.0%	7.6	1
Tiệm bánh, Ăn vặt/vỉa hè	Hoca - Gà Rán - Lê Quang Sung	516 Lê Quang Sung, P. 9, Quận 6, TP. HCM	4.5	999+	10:00 - 20:45	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Trà Sữa T.Six&nbsp;Tea - Lâm Văn Bền	60/10/8 Lâm Văn Bền, P. Tân Kiểng, Quận 7, TP. HCM	4.5	100+	09:00 - 23:00	29,000	31,000	0.0%	<span>_._</span>	0
Quán ăn	Bánh Tráng Chấm &amp; Xiên Que - Trần Thị Nơi	134 Trần Thị Nơi, P. 4, Quận 8, TP. HCM	4.5	100+	12:30 - 23:00	10,000	30,000	0.0%	2.0	1
Ăn vặt/vỉa hè	Trái Cây Tô - Ăn Vặt &amp; Bánh Tráng Chấm - Trần Thị Nơi	133 Trần Thị Nơi, P. 4, Quận 8, TP. HCM	4.5	100+	12:30 - 23:00	26,000	32,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Mộc - Bánh Tráng Muối Nhuyễn - Lương Thế Vinh	141D Lương Thế Vinh, P. Tân Thới Hòa, Tân Phú, TP. HCM	4.5	999+	11:00 - 20:40	20,000	50,000	0.0%	5.0	11
Ăn vặt/vỉa hè	LẨU 49K TẠP HÓA ÚT EM HBP - Ăn Uống - 43 Hiệp Bình Phước	Tạp Hóa Út Em 43 Hiệp Bình Phước, P. Hiệp Bình Phước, Thủ Đức, TP. HCM	0.0	1	12:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Trà Và Sữa	58 Đường Số 10, P. Tân Quy, Quận 7, TP. HCM	4.5	100+	09:30 - 21:30	10,000	100,000	0.0%	7.9	3
Ăn vặt/vỉa hè	Crawfish Queen - Ăn Vặt &amp; Hải Sản Sốt Cajun - Phạm Văn Chí	260 Phạm Văn Chí, P. 4, Quận 6, TP. HCM	4.0	2	11:30 - 21:00	0	0	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Trà Sữa &amp; Cá Viên Chiên 144	144 Phan Anh, P. Tân Thới Hòa, Tân Phú, TP. HCM	4.5	500+	11:30 - 23:15	5,000	20,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Minh 79 - Bánh Tráng &amp; Trà Sữa - Tân Hoà Đông (không có menu)	174/1 Tân Hòa Đông, P. 14, Quận 6, TP. HCM	5.0	2	12:30 - 21:00	8,000	100,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Mr Béo - Cháo Hàu &amp; Bột Chiên Hải Sản	500 Hậu Giang, Quận 6, TP. HCM	4.5	999+	10:00 - 23:44	7,000	30,000	0.0%	6.7	20
Ăn vặt/vỉa hè	Chè Sinh Tố 79 - Chung Cư Sơn Kỳ	003F Chung Cư Sơn Kỳ, Đường CC5, P. Sơn Kỳ, Tân Phú, TP. HCM	4.5	100+	10:00 - 22:30	7,000	40,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	A Kao - Bánh Tráng Muối Hành	351 Tân Hòa Đông, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	999+	11:00 - 21:00	10,000	20,000	0.0%	7.5	11
Quán ăn	Cơm Nhà 39 - Cư Xá Ra Đa	100-102 Đường Số 10, Cư Xá Ra Đa, P. 13, Quận 6, TP. HCM	4.5	3	10:30 - 21:30	8,000	65,000	0.0%	<span>_._</span>	0
Quán ăn	Sushi Ken	357/35 Tân Hòa Đông, Khu Phố 13, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	100+	11:00 - 22:00	6,000	160,000	0.0%	9.1	2
Ăn vặt/vỉa hè	Trái Cây Cắt Sẵn - Sinh Tố &amp; Nước Ép 53 (không có menu)	525/27 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM	4.5	50+	09:00 - 23:59	10,000	40,000	0.0%	0	0
Café/Dessert	Thanh Tâm - Sinh Tố &amp; Trà Sữa	688/30/7 Tân Kỳ Tân Quý, P. Bình Hưng Hòa, Bình Tân, TP. HCM	0	0	13:00 - 22:30	10,000	80,000	0.0%	0	0
Quán ăn	Bò Bía Gia Truyền	21/44/14 Chiến Lược, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	100+	12:30 - 20:30	189,000	189,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Win Sushi - Sushi &amp; Sashimi - Huỳnh Tấn Phát (không có menu)	391/34 Huỳnh Tấn Phát, P. Tân Thuận Đông, Quận 7, TP. HCM	4.5	10+	14:00 - 23:59	0	0	0.0%	0	0
Quán ăn	Dê Hấp, Chiên Xào &amp; Lẩu Dê - Râu Dê Quán (không có menu)	151 Nguyễn Thị Định, P. An Phú, Thủ Đức, TP. HCM	0	0	11:00 - 22:30	45,000	1,200,000	0.0%	0	0
Quán ăn	Súp Cua A Duỳa - Vị Hong Kong - 58A Liên Khu 1-6	58A Liên Khu 1 - 6, P. Bình Trị Đông, Bình Tân, TP. HCM	4.5	50+	14:00 - 22:30	10,000	70,000	0.0%	10.0	1
Ăn vặt/vỉa hè	NHÀ Ú - Ăn Vặt - Đường HT49	133/4C HT 49, P. Hiệp Thành, Quận 12, TP. HCM	4.5	10+	13:00 - 21:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	TRÁI CÂY TÔ - TRUNG MỸ TÂY 2A	18/01 Trung Mỹ Tây 2A, P. Trung Mỹ Tây, Quận 12, TP. HCM	4.5	100+	12:00 - 22:00	11,000	99,000	0.0%	<span>_._</span>	0
Quán ăn	Hàu Nướng 9k - Đường 32	Kios 12 Đường 32, P. 10, Quận 6, TP. HCM	0	0	11:00 - 23:59	5,000	150,000	0.0%	0	0
Shop Online	Bánh Tráng Út Hạnh	Kios 11 Đường số 32, P. 10, Quận 6, TP. HCM	4.5	999+	12:00 - 22:00	10,000	40,000	0.0%	6.3	9
Quán ăn	Fryll And Chill - Ăn Vặt	104 Lý Chiêu Hoàng, P. 10, Quận 6, TP. HCM	4.5	10+	09:00 - 22:00	20,000	80,000	0.0%	9.0	1
Ăn vặt/vỉa hè	Didi Milk Tea - Trà Sữa &amp; Soda	33/22/1A Bình Trị Đông, P. Bình Trị Đông A, Bình Tân, TP. HCM	4.5	50+	09:00 - 22:00	3,000	25,000	0.0%	<span>_._</span>	0
Quán ăn	Chilz - Trà Sữa &amp; Ăn Vặt - Chiến Lược (không có menu)	338/30 Chiến Lược, P. Bình Trị Đông A, Bình Tân, TP. HCM	4.5	500+	10:00 - 23:59	0	0	0.0%	0	0
Café/Dessert	Sữa Chua Trân Châu Cốt Dừa Hạ Long - Nguyễn Thị Búp	79A Nguyễn Thị Búp, P. Tân Chánh Hiệp, Quận 12, TP. HCM	4.5	10+	14:00 - 21:30	25,000	100,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Chè Bà Ba &amp; Dừa Dầm Hải Phòng - Đường Nguyễn Hữu Thọ	G0106 Chung Cư Sunrise Riverside, Nguyễn Hữu Thọ, X. Phước Kiển, Nhà Bè, TP. HCM	4.5	7	11:00 - 23:15	0	0	0.0%	<span>_._</span>	0
Quán ăn	Go79 Seafood - Gỏi Ốc &amp; Cháo Hải Sản Nha Trang - Song Hành	57/36A Đường Song Hành, P. Trung Mỹ Tây, Quận 12, TP. HCM	4.5	50+	11:00 - 23:30	25,000	60,000	0.0%	<span>_._</span>	0
Shop Online	Tré Trộn Cô Châu - Ăn Vặt - Đường Số 1	7 Đường Số 1, P. An Lạc A, Bình Tân, TP. HCM	4.5	10+	11:00 - 23:00	0	0	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Thố (A Thiện) - Cơm Gà Rán Sốt Mắm Tỏi &amp; Gà Rán	95 Hồ Văn Tư, P. Trường Thọ, Thủ Đức, TP. HCM	4.5	999+	10:30 - 19:00	15,000	50,000	0.0%	<span>_._</span>	0
Quán ăn	Sushi Shin - Sashimi &amp; Bento (không có menu)	67 Lê Văn Lương, Xã Phước Kiểng, Nhà Bè, TP. HCM	4.5	100+	11:00 - 21:30	10,000	130,000	0.0%	0	0
Quán ăn	Phá Lấu Bò Lê Lợi 2 - Đồng Tâm	60/4A Đồng Tâm, Xã Trung Chánh, Hóc Môn, TP. HCM	4.5	8	11:00 - 20:00	40,000	440,000	0.0%	<span>_._</span>	0
Quán ăn	Cơm Gà Phương Anh	3 Phú Thuận, P. Phú Thuận, Quận 7, TP. HCM	4.5	100+	10:00 - 14:30	35,000	50,000	0.0%	<span>_._</span>	0
Quán ăn	Sushi T&amp;T - Cá Hồi Và Sashimi Ngon	189/11A Hẻm 189 Đặng Văn Bi, P. Trường Thọ, Thủ Đức, TP. HCM	4.5	100+	08:30 - 22:30	10,000	250,000	0.0%	4.5	10
Quán ăn	Gà Rán Chicken Plus - Nguyễn Ảnh Thủ	132/2C Nguyễn Ảnh Thủ, Ấp Đông, X. Thới Tam Môn, Hóc Môn, TP. HCM	0.0	4	10:00 - 22:00	35,000	219,000	0.0%	<span>_._</span>	0
Café/Dessert	Trà Sữa Trân Châu Hạ Long - Trà Sữa - Đại Lộ 2	102 Đại Lộ 2, P. Phước Bình, Thủ Đức, TP. HCM	4.5	10+	12:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Bánh Tráng Trộn 277 - Bánh Tráng Cuốn &amp; Bánh Tráng Bơ (không có menu)	277 Lê Văn Thịnh, P. Cát Lái, Thủ Đức, TP. HCM	4.5	100+	13:15 - 21:00	15,000	100,000	0.0%	0	0
Ăn vặt/vỉa hè	Gỏi Cuốn Vợ Làm - Đường 11	100 Đường 11, P. Phước Bình, Thủ Đức, TP. HCM	0.0	1	11:00 - 20:00	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Meo Tea &amp; Cake - Trà Sữa Và Bông Lan Trứng Muối - Đường 14	87 Đường Số 14, P. Linh Chiểu, Thủ Đức, TP. HCM	4.5	50+	10:30 - 23:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Ngon 365 - Bún Thái, Chân Gà &amp; Ăn Vặt	16 Dân Chủ, P. Bình Thọ, Thủ Đức, TP. HCM	4.5	999+	10:30 - 21:00	6,000	120,000	0.0%	<span>_._</span>	0
Quán ăn	Cháo Ếch Singapore Việt Sing - Trần Thị Điệu	107 Trần Thị Điệu, P. Phước Long B, Thủ Đức, TP. HCM	4.5	10+	11:00 - 23:59	30,000	85,000	0.0%	<span>_._</span>	0
Café/Dessert	BIU Tea - Trà Sữa Nguyên Vị - Đường 297	15A Đường 297, P. Phước Long B, Thủ Đức, TP. HCM	4.5	50+	10:00 - 22:00	20,000	30,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Kim Anh - Trà Sữa &amp; Ăn Vặt	7 Đường Số 11, P. Bình Thọ, Thủ Đức, TP. HCM	4.5	999+	14:00 - 21:00	10,000	20,000	0.0%	6.9	3
Quán ăn	Capu Shop - Trà Sữa &amp; Ăn Vặt	994/9 Huỳnh Tấn Phát, P. Tân Phú, Quận 7, TP. HCM	4.5	10+	11:00 - 22:59	20,000	30,000	0.0%	<span>_._</span>	0
Quán ăn	Trà Sữa &amp; Gà Rán - Phúc Long Gia	7/1 Tô Ký, P. Tân Chánh Hiệp, Quận 12, TP. HCM	0	0	10:00 - 22:00	0	0	0.0%	0	0
Ăn vặt/vỉa hè	Ăn Vặt 9k - Trà Sữa Cá Viên Chiên Bánh Tráng	36 Đường D1A, P. Phước Long B, Thủ Đức, TP. HCM	4.5	100+	12:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	NEM NƯỚNG BBQ - Nem Nướng - Đường Số 25	Số 9 Đường Số 25, P. Bình Trưng Đông, Thủ Đức, TP. HCM	5.0	4	11:00 - 20:00	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Huta Milk Tea	64 Đường 6, P. Linh Trung, Thủ Đức, TP. HCM	4.5	100+	10:00 - 22:00	20,000	25,000	0.0%	<span>_._</span>	0
Café/Dessert	Cà Phê Trứng 3T - Hoàng Sa	355 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	4.5	50+	07:00 - 20:00	29,000	59,000	0.0%	2.1	2
Café/Dessert	GUTA CAFE - Hoàng Sa	253 Hoàng Sa, Quận 1, TP. HCM	4.5	10+	06:00 - 20:30	15,000	50,000	0.0%	7.3	2
Nhà hàng	Le Resto - Món Pháp Giá Việt	357 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	4.5	50+	09:00 - 22:00	45,000	150,000	ShopeeFood</span	6.8	125
Nhà hàng	No Name Restaurant - Món Pháp Giá Việt	357 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	4.5	50+	09:30 - 22:30	100,000	200,000	ShopeeFood</span	6.5	111
Café/Dessert	Bom Studio &amp; Coffee Shop	311 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	4.5	10+	06:00 - 22:00	23,000	39,000	0.0%	9.8	4
Quán ăn	Vịt Ngon 269 - Vịt Ngon - Hoàng Sa	269 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	3.5	9	10:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Café/Dessert	Anh Em Coffee - Hoàng Sa	333 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	1.0	1	00:00 - 23:59	15,000	45,000	ShopeeFood</span	6.6	2
Café/Dessert, Beer club	Lão Hạc Quán - Beer &amp; Cafe	299B Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	0	0	07:00 - 23:00	49,000	189,000	ShopeeFood</span	0	0
Café/Dessert	NY Coffee Sinh Tố, Nước Ép - Hoàng Sa	303B Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	4.5	10+	00:02 - 23:59	10,000	35,000	0.0%	<span>_._</span>	0
Quán ăn	Bánh Mì Bò Nướng Tiêu &amp; Xôi Mặn 3T - Hoàng Sa	355 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	4.5	10+	07:00 - 15:00	20,000	50,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè, Shop Online	Bà Hà - Bánh Mì Thịt Nướng	247 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	5.0	10+	06:00 - 17:00	15,000	50,000	0.0%	<span>_._</span>	0
Quán ăn	Ăn Vặt Bé Heo - Gỏi Cuốn - Hoàng Sa	247 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	1.0	1	09:00 - 20:00	8,000	20,000	0.0%	<span>_._</span>	0
Café/Dessert	TRÀ SỮA &amp; ĂN VẶT CONAN	212/33B Nguyễn Văn Nguyễn, P. Tân Định, Quận 1, TP. HCM	0.0	4	00:00 - 02:30 | 07:30 - 23:59	15,000	60,000	0.0%	<span>_._</span>	0
Quán ăn	May Coffee &amp; Tea - Hoàng Sa	353 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	0	0	07:00 - 21:00	19,000	39,000	0.0%	0	0
Quán ăn	Ăn Vặt &amp; Trà Sữa Shen Bắp - Hoàng Sa	343 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	0	0	09:00 - 21:00	20,000	100,000	ShopeeFood</span	0	0
Shop Online	Ăn Vặt Bơ Bơ - Shop Online	212/321/11 Nguyễn Văn Nguyễn, P. Tân Định, Quận 1, TP. HCM	0	0	10:00 - 17:00	12,000	75,000	0.0%	0	0
Ăn vặt/vỉa hè	Ăn Vặt Dì Mai	349/1 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	5.0	1	07:30 - 16:30	15,000	30,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Cô Nga - Phá Lấu &amp; Ăn Vặt (không có menu)	212/299 Nguyễn Văn Nguyễn, P. Tân Định, Quận 1, TP. HCM	4.5	50+	00:00 - 23:59	5,000	50,000	0.0%	<span>_._</span>	0
Quán ăn	Bún Đậu Mạc Văn Khoa - Trần Quang Khải	90 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM	4.5	999+	10:00 - 22:00	45,000	140,000	0.0%	5.1	14
Café/Dessert	TaeTang - Yi He Tang Chính Hãng - Nguyễn Hữu Cầu (không có menu)	10 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM	4.5	500+	08:30 - 21:45	32,000	53,000	0.0%	0	0
Café/Dessert	Stay - Coffee &amp; Tea - Đặng Dung	73 Đặng Dung, Phường Tân Định, Quận 1, TP. HCM	4.5	100+	08:20 - 21:00	0	0	0.0%	8.4	1
Ăn vặt/vỉa hè	Sinh Tố Bảo	122 Trần Khắc Chân, P. Tân Định, Quận 1, TP. HCM	4.5	500+	10:30 - 23:59	15,000	35,000	0.0%	9.3	2
Ăn vặt/vỉa hè	Nước Dừa Tắc 246A - Trần Quang Khải	68/206 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM	4.5	999+	08:00 - 19:00	7,000	20,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Dừa Tắc, Đá Me &amp; Trà Tắc - Trần Khắc Chân	57 Trần Khắc Chân, P. Tân Định, Quận 1, TP. HCM	4.5	999+	05:00 - 17:00	10,000	20,000	0.0%	8.2	9
Café/Dessert	Nước Mía Ngon - Hai Bà Trưng	406 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM	4.5	10+	08:30 - 21:45	5,000	20,000	0.0%	9.6	1
Quán ăn	Thành Đạt - Hủ Tiếu Nam Vang - Nguyễn Hữu Cầu	22B Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM	4.5	999+	00:00 - 23:59	45,000	65,000	0.0%	6.7	40
Quán ăn	Bún Thái Hải Sản - Vân Trường - Trần Quang Khải	102/2 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM	4.5	500+	06:00 - 23:59	35,000	60,000	0.0%	7.8	1
Shop Online	Măm Măm 24H - Cafe &amp; Khoai Lang Mật Đà Lạt (không có menu)	56 Võ Thị Sáu, P. Tân Định, Quận 1, TP. HCM	4.5	999+	08:15 - 23:00	130,000	150,000	0.0%	0	0
Quán ăn	Bún Đậu Mắm Tôm Xoài	96 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM	4.5	100+	09:30 - 22:00	25,000	100,000	0.0%	7.8	4
Tiệm bánh	Pacey Cupcakes - Đặng Dung	14 Đặng Dung, P. Tân Định, Quận 1, TP. HCM	4.5	500+	09:30 - 20:30	30,000	66,000	0.0%	7.5	245
Quán ăn	Sinh Tố Nhung - Trần Khắc Chân	109 Trần Khắc Chân, P. Tân Định, Quận 1, TP. HCM	4.5	999+	07:30 - 23:59	15,000	33,000	0.0%	7.3	18
Café/Dessert	Caztus Iceblended - Võ Thị Sáu	 4A - 4B Võ Thị Sáu, P. Tân Định, Quận 1, TP. HCM	4.5	500+	09:00 - 21:00	12,000	33,000	0.0%	7.4	424
Café/Dessert	GUTA CAFE - Trần Nhật Duật	27 Trần Nhật Duật, P. Tân Định, Quận 1, TP. HCM	4.5	100+	06:30 - 21:00	15,000	50,000	0.0%	8.5	4
Café/Dessert	THAIYEN CAFE - CAFEYEN - Trần Quý Khoách	8 Trần Quý Khoách, Quận 1, TP. HCM	4.5	100+	07:30 - 20:29	20,000	100,000	0.0%	7.2	1
Quán ăn	Nâu Sài Gòn - Bánh Hỏi, Bún Thịt Nướng &amp; Bánh Ướt - Bà Lê Chân	25/4 Bà Lê Chân, P. Tân Định, Quận 1, TP. HCM	4.5	999+	07:30 - 19:30	35,000	35,000	0.0%	8.4	21
Quán ăn, Ăn vặt/vỉa hè	Chè Khúc Bạch Thanh - Trần Quang Khải	68/210 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM	4.5	999+	09:00 - 21:45	20,000	33,000	0.0%	6.9	571
Shop Online	Đồ Ăn Vặt - Bánh Tráng Mắm Ruốc Đà Lạt - Shop Online	34Bis Trần Khánh Dư, P. Tân Định, Quận 1, TP. HCM	4.5	500+	10:00 - 23:00	10,000	30,000	0.0%	7.1	21
Tiệm bánh	Bánh Su Que - Nguyễn Hữu Cầu	3 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM	4.5	999+	08:00 - 20:00	10,000	33,000	0.0%	7.0	35
Quán ăn	Bánh Cuốn Hà Nội - Trần Khắc Chân	12B Trần Khắc Chân, Quận 1, TP. HCM	4.5	500+	06:00 - 19:30	18,000	18,000	0.0%	6.9	7
Quán ăn	Quán Ăn Huế O Xuân	22 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM	4.5	999+	07:00 - 21:00	15,000	44,000	0.0%	6.6	100
