Loại cửa hàng	Tên cửa hàng	Địa chỉ cửa hàng	Số sao trên ShopeeFood	Số lượt đánh giá trên ShopeeFood	Thời gian mở cửa	Giá thấp nhất	Giá cao nhất	Phí dịch vụ	Số sao trên Foody	Số lượt đánh giá trên Foody
Ăn vặt/vỉa hè	Xôi Gà 40 Vạn Kiếp	140 Vạn Kiếp, Bình Thạnh, TP. HCM	4.5	50+	05:45 - 10:00 | 15:30 - 22:00	10,000	20,000	ShopeeFood</span	7.2	1
Quán ăn	Cà Ri Ấn Độ - Huỳnh Văn Bánh	476/47A Huỳnh Văn Bánh, P. 14, Phú Nhuận, TP. HCM	4.5	100+	15:30 - 21:30	25,000	70,000	ShopeeFood</span	8.6	6
Quán ăn	Quán Cơm Tina - Đặng Văn Ngữ	20 Đặng Văn Ngữ, P. 10, Phú Nhuận, TP. HCM	4.5	10+	10:30 - 21:30	20,000	25,000	0.0%	8.4	1
Quán nhậu	Thanh Bình - Các Món Ăn Đặc Sản &amp; Lẩu	162 Trường Sa, P. 1, Bình Thạnh, TP. HCM	5.0	1	16:00 - 23:59	40,000	85,000	ShopeeFood</span	7.0	1
Quán ăn	Ốc Tiên - Lê Văn Sỹ (không có menu)	491A/68 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM	4.5	50+	16:00 - 22:00	20,000	55,000	ShopeeFood</span	0	0
Ăn vặt/vỉa hè	Gà Nướng Muối Ớt - Vũ Huy Tấn	B002 Vũ Huy Tấn, P. 3, Bình Thạnh, TP. HCM	4.5	100+	12:00 - 23:59	10,000	150,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Gà Nướng Đồng Quê - Lê Văn Sỹ	220/3 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM	4.5	100+	11:00 - 23:59	50,000	200,000	0.0%	<span>_._</span>	0
Quán ăn	Cù Lao - Cơm Tấm Bình Dân	53/17 Trần Khánh Dư, P. Tân Định, Quận 1, TP. HCM	4.5	50+	17:30 - 21:30	30,000	40,000	ShopeeFood</span	4.1	5
Ăn vặt/vỉa hè	Ăn Vặt Busan - Gà Cay Hàn Quốc &amp; Khoai Tây Chiên	89 Cù Lao, P. 2, Phú Nhuận, TP. HCM	4.5	10+	00:00 - 04:00 | 17:00 - 23:59	10,000	50,000	0.0%	<span>_._</span>	0
Quán ăn	Cô Phượng - Quán Nướng Bình Dân	303/1 Cô Giang, P. 2, Phú Nhuận, TP. HCM	4.0	50+	00:01 - 03:00 | 18:30 - 23:59	60,000	100,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Mực 280 - Mực Một Nắng Chiên Nước Mắm	278 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM	4.5	999+	00:00 - 03:00 | 14:30 - 23:59	80,000	110,000	0.0%	6.6	35
Quán ăn	Mì Gói Xào Bò - Ga Sài Gòn	Nằm Ngoài Ga Sài Gòn, 1 Nguyễn Thông (Đối Diện 218 Nguyễn Phúc Nguyên), P. 9, Quận 3, TP. HCM	4.5	999+	00:00 - 03:00 | 15:30 - 23:59	22,000	28,000	0.0%	7.0	65
Quán ăn	Quán Nhậu 61 Chuẩn Vị Hà Nội - Lẩu Cháo Lòng Hà Nội - 61 Phổ Quang	61 Phổ Quang, P. 2, Tân Bình, TP. HCM	4.5	10+	00:00 - 23:59	0	0	0.0%	<span>_._</span>	0
Quán nhậu	Quang Mập - Chân Gà Quái Thú &amp; Món Ăn Bình Dân	68 Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	4.0	10+	00:01 - 03:00 | 15:00 - 23:59	70,000	200,000	ShopeeFood</span	5.3	2
Quán ăn	Béo - Bò Nầm Nướng &amp; Món Ngon Hà Nội	121A Hoàng Sa, P. Tân Định, Quận 1, TP. HCM	4.5	10+	00:00 - 02:00 | 18:00 - 23:59	35,000	300,000	0.0%	<span>_._</span>	0
Quán ăn	Gà Nướng Vịt Nướng Hữu Tư - Nơ Trang Long (không có menu)	5/99/7A Nơ Trang Long, P. 7, Bình Thạnh, TP. HCM	0	0	00:00 - 23:59	0	0	0.0%	0	0
Quán nhậu	248 Trường Sa Quán	248 Trường Sa, P. 3, Bình Thạnh, TP. HCM	4.5	100+	10:30 - 23:59	50,000	350,000	0.0%	4.0	5
Quán ăn	Ốc 2 Khờ	1071 Hoàng Sa, P. 11, Quận 3, TP. HCM	4.5	10+	00:01 - 02:00 | 17:00 - 23:59	40,000	240,000	ShopeeFood</span	<span>_._</span>	0
Quán ăn	Bộ Đội Quán - Gà Nướng &amp; Vịt Nướng (không có menu)	74 Nguyễn Công Hoan, P. 7, Phú Nhuận, TP. HCM	3.5	8	00:00 - 02:00 | 08:00 - 23:59	160,000	240,000	0.0%	<span>_._</span>	0
Quán ăn	Gà Nướng Cái Bang - Hồ Biểu Chánh	48/40B Hồ Biểu Chánh, P. 11, Phú Nhuận, TP. HCM	4.5	999+	09:30 - 22:00	89,000	159,000	0.0%	7.0	170
Quán nhậu	Quán 63 - Nhậu Bình Dân (không có menu)	95 Trần Khắc Chân, P. 9, Phú Nhuận, TP. HCM	4.5	50+	15:00 - 23:00	80,000	150,000	ShopeeFood</span	0	0
Shop/Cửa hàng	Yummy - Gà Nướng Muối Ớt - Phan Tây Hồ	46B Phan Tây Hồ, P. 7, Phú Nhuận, TP. HCM	2.5	100+	07:00 - 22:00	20,000	200,000	0.0%	1.0	2
Quán ăn	Trùm Lẩu Cá 59K - 61 Trần Khắc Chân	61 Trần Khắc Chân, P. 9, Phú Nhuận, TP. HCM	4.5	10+	08:00 - 22:00	59,000	199,000	0.0%	<span>_._</span>	0
Quán ăn	Trùm Lẩu Cá 59K - Trần Khắc Chân	90 Trần Khắc Chân, P. 9, Phú Nhuận, TP. HCM	4.5	100+	08:00 - 22:59	59,000	199,000	0.0%	<span>_._</span>	0
Quán ăn	Đảo nướng  - Hải sản - Trần Huy Liệu (không có menu)	133A Trần Huy Liệu, Phú Nhuận, TP. HCM	4.5	9	11:00 - 21:30	0	0	0.0%	0	0
Quán ăn	Lẩu Gà Ớt Hiểm 109 - Trần Huy Liệu	129 Trần Huy Liệu, P. 8, Phú Nhuận, TP. HCM	4.5	100+	10:00 - 21:31	20,000	200,000	0.0%	<span>_._</span>	0
Nhà hàng	Moon's Kitchen - Món Hàn Quốc	16 Hoa Mai, Phú Nhuận, TP. HCM	4.5	50+	15:00 - 22:00	25,000	180,000	0.0%	7.7	285
Quán ăn	Gà Nướng Ò Ó O - Gà Nướng Nhiều Vị - Nguyễn Trọng Tuyển	214 Nguyễn Trọng Tuyển, P. 8, Phú Nhuận, TP. HCM	4.5	100+	10:30 - 21:30	30,000	2,000,000	0.0%	<span>_._</span>	0
Quán nhậu	THHFOOD - Gỏi Cá - 490 Phan Xích Long	490 Phan Xích Long, P. 3, Phú Nhuận, TP. HCM	0.0	3	11:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Quán Ăn Bún Thái Lẩu Thái Tí Ty - Quán Ăn - Trần Khắc Chân	94/4 Trần Khắc Chân, P. 9, Phú Nhuận, TP. HCM	4.5	10+	08:00 - 23:00	0	0	0.0%	<span>_._</span>	0
Nhà hàng	Là Saigon Kitchen	30 - 32 Hoa Đào, P. 2, Phú Nhuận, TP. HCM	5.0	2	10:00 - 22:00	30,000	100,000	ShopeeFood</span	8.5	2
Quán ăn	Bạn Tôi - Đặc Sản Dê	599 Nguyễn Kiệm, P. 9, Phú Nhuận, TP. HCM	4.5	100+	10:00 - 23:59	80,000	400,000	ShopeeFood</span	2.6	1
Quán ăn	Lẩu Ngất 69K	Lô K - 001 Chung Cư A4, Phan Xích Long, P. 7, Phú Nhuận, TP. HCM	4.5	9	16:00 - 22:00	69,000	79,000	ShopeeFood</span	2.2	2
Quán ăn, Shop Online	Cơm Trưa &amp; Mì Xào 179 - Đoàn Thị Điểm 	29/63/1 Đoàn Thị Điểm, P. 1 , Phú Nhuận, TP. HCM	5.0	5	09:00 - 22:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Gà Nướng Quốc Anh - Gà Nướng &amp; Râu Bạch Tuộc Nướng - 107 Thích Quảng Đức	107 Thích Quảng Đức, P. 4, Phú Nhuận, TP. HCM	0	0	15:00 - 22:00	0	0	0.0%	0	0
Quán ăn	Lẩu Đuôi Bò - Nguyễn Đình Chiểu	80 Nguyễn Đình Chiểu, P. 3, Phú Nhuận, TP. HCM	4.5	50+	12:00 - 22:30	8,000	220,000	0.0%	<span>_._</span>	0
Quán ăn	Bún Bắp Bò Thương Quán	99 Hoa Đào, P. 2, Phú Nhuận, TP. HCM	5.0	2	07:00 - 11:00 | 16:00 - 22:00	30,000	380,000	0.0%	<span>_._</span>	0
Quán ăn	Quán 1F - Cơm Gà, Bò Bít Tết &amp; Lẩu - Hoa Cau	1F Hoa Cau, P. 7, Phú Nhuận, TP. HCM	0	0	08:00 - 22:00	39,000	190,000	0.0%	0	0
Quán ăn	Quán 104 - Bạch Tuộc Nướng - Vạn Kiếp	230 Vạn Kiếp , Bình Thạnh, TP. HCM	4.5	100+	16:00 - 22:30	15,000	33,000	0.0%	4.2	52
Quán ăn	Kentico Healthy Food &amp; Drink - Cơm Trưa Văn Phòng &amp; Bò Nướng Sốt Trứng Muối - Đỗ Thị Lời	132 Đỗ Thị Lời, P. 11, Quận 3, TP. HCM	0.0	1	17:00 - 22:00	30,000	200,000	0.0%	10.0	1
Nhà hàng	Hoàn Hảo - Nhà Hàng Nhật	8A/A14 Thái Văn Lung, P. Bến Nghé, Quận 1, TP. HCM	0	0	00:01 - 02:00 | 17:00 - 23:59	25,000	500,000	ShopeeFood</span	0	0
Quán ăn	Gấu Sushi - Sushi &amp; Ẩm Thực Asian	007 Chung Cư Bông Sao B1, P. 5, Quận 8, TP. HCM	4.5	10+	00:01 - 23:59	9,000	999,000	0.0%	<span>_._</span>	0
Nhà hàng	Ikigai Sushi - 236 Nguyễn Trọng Tuyển	236 Nguyễn Trọng Tuyển, P. 8, Phú Nhuận, TP. HCM	5.0	8	11:00 - 21:30	0	0	0.0%	<span>_._</span>	0
Quán ăn	Matsu Sushi - 686 Trường Sa	686 Trường Sa, P. 17, Phú Nhuận, TP. HCM	4.5	10+	16:00 - 22:00	30,000	200,000	0.0%	<span>_._</span>	0
Quán ăn	Minna No Japanese Curry - Nguyễn Trọng Tuyển	164/9 Nguyễn Trọng Tuyển, P. 8, Phú Nhuận, TP. HCM	4.5	10+	11:00 - 23:59	50,000	200,000	ShopeeFood</span	<span>_._</span>	0
Quán ăn	Sushi Osaka 88 - Hoa Cau	4 Đường Hoa Cau, P. 7, Phú Nhuận, TP. HCM	0	0	11:00 - 21:30	50,000	500,000	0.0%	0	0
Quán ăn	Panda - Sushi Viên &amp; Takoyaki - Rạch Bùng Binh	100 Rạch Bùng Binh, Quận 3, TP. HCM	4.5	999+	16:15 - 23:00	10,000	50,000	0.0%	6.8	52
Quán ăn	Matsu Sushi - Trường Sa	886 Trường Sa, P. 13, Quận 3, TP. HCM	4.5	10+	16:00 - 22:00	30,000	80,000	0.0%	7.2	55
Quán ăn	The Naka Sushi - Vạn Kiếp	176 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM	4.5	10+	16:00 - 23:00	1,000	100,000	ShopeeFood</span	6.9	31
Quán ăn	Hàu Nướng Cô Mai - Sò Mai Nướng &amp; Bạch Tuộc Nướng - Vạn Kiếp	125 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM	4.5	10+	17:00 - 22:30	50,000	90,000	0.0%	<span>_._</span>	0
Quán ăn	Matsu Sushi - Trần Văn Đang	436/30 Trần Văn Đang, P. 11, Quận 3, TP. HCM	5.0	7	16:00 - 22:00	30,000	200,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Bánh Bạch Tuộc Takoyaki - Vũ Huy Tấn	133 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM	4.5	50+	16:00 - 21:30	20,000	60,000	ShopeeFood</span	<span>_._</span>	0
Ăn vặt/vỉa hè	Bánh Takoyaki - Lê Văn Sỹ	386C Lê Văn Sỹ, P. 14, Quận 3, TP. HCM	4.5	10+	16:00 - 22:00	15,000	20,000	ShopeeFood</span	<span>_._</span>	0
Nhà hàng, Quán ăn	Lil' Asian Food - Món Việt, Hàn &amp; Nhật	151 Vạn Kiếp, P. 3, Bình Thạnh, TP. HCM	3.5	10+	12:00 - 22:00	30,000	80,000	ShopeeFood</span	10.0	1
Ăn vặt/vỉa hè	TKY Takoyaki - Nguyễn Thượng Hiền	153 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM	4.5	100+	12:00 - 22:20	25,000	60,000	0.0%	10.0	1
Quán ăn	Sweet Sushi - Sushi &amp; More	61 Nguyễn Văn Nghi, P. 4, Gò Vấp, TP. HCM	4.5	100+	16:00 - 22:00	15,000	250,000	ShopeeFood</span	8.5	61
Nhà hàng	MANMARU - Ẩm Thực Nhật Bản - Mạc Đĩnh Chi	71 Mạc Đĩnh Chi, P. Đa Kao, Quận 1, TP. HCM	4.5	500+	11:00 - 23:00	150,000	300,000	0.0%	8.0	148
Quán ăn	Sushi Kodomo - Bạch Đằng	B30 Bạch Đằng, P. 2, Tân Bình, TP. HCM	4.5	100+	11:00 - 22:00	12,000	368,000	0.0%	<span>_._</span>	0
Nhà hàng	NHÀ HÀNG SUSHI THIÊN HƯƠNG - Sushi &amp; Sashimi - 27 Hậu Giang	27 Hậu Giang, P. 4, Tân Bình, TP. HCM	4.5	10+	10:30 - 14:00 | 16:30 - 22:00	0	0	0.0%	<span>_._</span>	0
Quán ăn	Ukiyo - Sushi &amp; Sashimi - 540/30 Cách Mạng Tháng 8 (không có menu)	540/30 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM	4.5	9	10:00 - 21:30	50,000	100,000	0.0%	<span>_._</span>	0
Quán ăn	M. Sushi &amp; Grill	MM1 Trường Sơn, P. 15, Quận 10, TP. HCM	5.0	5	11:00 - 22:00	50,000	700,000	0.0%	9.4	2
Nhà hàng	Sushi World - Phùng Khắc Khoan	37 Phùng Khắc Khoan, P. Đa Kao, Quận 1, TP. HCM	4.5	7	17:00 - 22:00	100,000	500,000	ShopeeFood</span	6.6	9
Quán ăn	Gami Sushi - Hòa Mỹ	14B Hòa Mỹ, P. Đa Kao, Quận 1, TP. HCM	5.0	1	15:00 - 21:30	15,000	990,000	0.0%	8.2	2
Nhà hàng	Nhà Hàng Saiko Sushi	104 Hai Bà Trưng, P. Đa Kao, Quận 1, TP. HCM	0	0	11:00 - 22:30	40,000	200,000	0.0%	0	0
Ăn vặt/vỉa hè	Takoyaki - Lê Lợi	19 Lê Lợi, P. 4, Gò Vấp, TP. HCM	4.5	50+	14:00 - 22:00	15,000	30,000	ShopeeFood</span	4.8	1
Nhà hàng, Quán ăn	Gà Mập  - Sushi - Điện Biên Phủ	38 Điện Biên Phủ Điện Biên Phủ, P. 17, Bình Thạnh, TP. HCM	0	0	16:00 - 22:00	0	0	0.0%	0	0
Quán ăn	Kậu Ba - Sushi &amp; Noodles	85 Hoàng Sa, P. Đa Kao, Quận 1, TP. HCM	5.0	1	10:30 - 22:00	55,000	200,000	0.0%	<span>_._</span>	0
Nhà hàng	Daiichi - Ramen &amp; Curry - Thái Văn Lung	8A/2B2 Thái Văn Lung, P. Bến Nghé, Quận 1, TP. HCM	4.5	999+	11:00 - 21:45	10,000	180,000	0.0%	8.2	50
Nhà hàng	Daiichi - Ramen &amp; Curry - Nguyễn Công Trứ	113 Nguyễn Công Trứ, P. 19, Bình Thạnh, TP. HCM	4.5	500+	11:00 - 21:45	10,000	180,000	0.0%	8.0	6
Quán ăn	Bún Riêu Cua Ruốc Cô Tuyết - Trường Sa	502 Trường Sa, P. 2, Phú Nhuận, TP. HCM	4.5	10+	00:00 - 02:00 | 09:00 - 23:59	45,000	65,000	0.0%	<span>_._</span>	0
Quán ăn	Ăn Vặt Ái Linh - Cá Viên Chiên &amp; Hột Vịt Lộn - Cô Giang	142C/26 Cô Giang, P. 2, Phú Nhuận, TP. HCM	4.5	10+	00:00 - 23:59	20,000	80,000	0.0%	<span>_._</span>	0
Shop Online	Voodoo - Bánh Sầu Riêng &amp; Sangria - Shop Online	163 Phan Đăng Lưu, P. 1, Phú Nhuận, TP. HCM	5.0	2	00:00 - 05:00 | 10:00 - 23:59	10,000	75,000	0.0%	8.2	1
Quán ăn	Quán Nghèo - Mì Xào, Hủ Tiếu Xào &amp; Cơm Chiên	10 Phan Đình Phùng, Phú Nhuận, TP. HCM	4.5	999+	15:00 - 23:59	30,000	40,000	0.0%	6.2	11
Quán ăn	Quán Vịt Chú Hòa	7 Bùi Văn Thêm, P. 8, Phú Nhuận, TP. HCM	4.5	50+	17:00 - 23:00	10,000	200,000	ShopeeFood</span	7.0	5
Quán ăn	Bún Bò Huế 91	91 Phan Đình Phùng, P. 17, Phú Nhuận, TP. HCM	4.5	100+	00:00 - 01:00 | 19:00 - 23:59	40,000	45,000	ShopeeFood</span	8.9	4
Quán ăn	A Quý - Hủ Tiếu &amp; Mì Hoành Thánh - Huỳnh Văn Bánh	20 Huỳnh Văn Bánh, P. 15, Phú Nhuận, TP. HCM	4.5	100+	06:00 - 10:00 | 16:30 - 22:00	30,000	50,000	ShopeeFood</span	8.2	1
Quán ăn	Phở Huỳnh Anh	105 Phan Đăng Lưu, Phú Nhuận, TP. HCM	4.5	10+	15:00 - 22:00	20,000	45,000	ShopeeFood</span	8.2	4
Nhà hàng	Hoàng Tâm - Món Ngon Miền Tây - Phan Xích Long	352 Phan Xích Long, P. 2, Phú Nhuận, TP. HCM	4.5	500+	11:00 - 22:00	36,000	500,000	0.0%	6.7	22
Ăn vặt/vỉa hè	Phá Lấu - Phùng Văn Cung	34 Phùng Văn Cung, Phú Nhuận, TP. HCM	4.5	100+	12:30 - 21:30	15,000	25,000	0.0%	5.8	50
Quán ăn	Xôi Gà Xá Xíu - Phan Đình Phùng	266 Phan Đình Phùng, Phú Nhuận, TP. HCM	4.5	500+	00:00 - 02:00 | 06:00 - 10:00 | 15:15 - 23:59	15,000	20,000	0.0%	7.6	6
Quán ăn	Cơm Tấm Thành Công - Cầm Bá Thước (không có menu)	20 Cầm Bá Thước, P. 7, Phú Nhuận, TP. HCM	2.5	100+	00:01 - 23:59	25,000	55,000	0.0%	0	0
Quán ăn	Gà Nướng &amp; Gà Bó Xôi Thành Công - Cầm Bá Thước	20 Cầm Bá Thước, P. 7, Phú Nhuận, TP. HCM	2.5	6	00:01 - 23:59	20,000	250,000	0.0%	<span>_._</span>	0
Ăn vặt/vỉa hè	Bếp Nhà - Xôi Chiên &amp; Sinh Tố (không có menu)	562/18 Nguyễn Kiệm, P. 4, Phú Nhuận, TP. HCM	0	0	00:01 - 02:00 | 10:00 - 23:59	12,000	45,000	0.0%	0	0
Quán ăn	Cơm Mén - Cơm Tấm Đêm	39/4B Huỳnh Văn Bánh, P. 17, Phú Nhuận, TP. HCM	4.5	500+	18:00 - 23:58	25,000	50,000	0.0%	6.7	14
Ăn vặt/vỉa hè, Shop Online	Cơm Cháy Năm Mập - Giao Hàng Tận Nơi	94/14/11 Trần Khắc Chân, Phú Nhuận, TP. HCM	4.5	100+	08:00 - 22:00	35,000	95,000	ShopeeFood</span	7.5	13
Quán ăn	Quán Ốc 35K - Trường Sa	686 Trường Sa, P. 17, Phú Nhuận, TP. HCM	3.5	5	12:00 - 23:30	50,000	200,000	0.0%	<span>_._</span>	0
Quán ăn	Sanji Bento - Cơm Gà &amp; Cơm Ba Rọi Chiên - 117B Nguyễn Đình Chính	117B Nguyễn Đình Chính, P. 15, Phú Nhuận, TP. HCM	4.5	50+	10:00 - 21:30	50,000	100,000	0.0%	<span>_._</span>	0
Quán ăn	Bánh Bao Thọ Phát - Phan Đình Phùng	349 Phan Đình Phùng, P. 15, Phú Nhuận, TP. HCM	4.5	500+	06:00 - 21:30	15,000	33,000	0.0%	<span>_._</span>	0
Quán ăn	Cơm Tấm 39 - Nguyễn Đình Chiểu	80A Nguyễn Đình Chiểu, P. 3, Phú Nhuận, TP. HCM	4.5	100+	14:00 - 23:45	20,000	45,000	0.0%	<span>_._</span>	0
Tiệm bánh	Bánh Mì 76	76 Phan Đăng Lưu, Phú Nhuận, TP. HCM	4.5	10+	06:00 - 22:00	17,000	17,000	ShopeeFood</span	1.8	1
Quán ăn	Cơm Nhà 39 - Nguyễn Trọng Tuyển	214 Nguyễn Trọng Tuyển, P. 8, Phú Nhuận, TP. HCM	4.5	3	10:30 - 21:30	30,000	60,000	0.0%	<span>_._</span>	0
Quán ăn	Gà Rán Chicken Plus - Nguyễn Văn Đậu	40C Nguyễn Văn Đậu, P. 5, Phú Nhuận, TP. HCM	4.5	500+	10:00 - 21:30	39,000	208,000	0.0%	3.2	2
Quán ăn	Korean To Go - Cách Mạng Tháng 8	372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM	5.0	5	00:00 - 23:59	10,000	100,000	0.0%	<span>_._</span>	0
Shop Online	Bibu Quán - Ăn Vặt - Shop Online	242/73/19A Nguyễn Thiện Thuật, P. 3, Quận 3, TP. HCM	4.5	100+	00:00 - 03:00 | 14:30 - 23:59	15,000	130,000	0.0%	<span>_._</span>	0
Quán ăn	Quán O Hảo - Bánh Canh, Bánh Bèo &amp; Bánh Đúc Nóng - Nguyễn Thiện Thuật	174/51/9 Nguyễn Thiện Thuật, P. 3, Quận 3, TP. HCM	4.5	500+	00:00 - 03:00 | 08:00 - 23:59	15,000	336,000	0.0%	<span>_._</span>	0
Quán ăn	Bún Ngõ Phố - Bún Bò &amp; Bún Thịt Nướng - Nguyễn Gia Trí	213/9 Nguyễn Gia Trí, P. 25, Bình Thạnh, TP. HCM	4.0	10+	00:00 - 23:59	10,000	100,000	0.0%	<span>_._</span>	0
